953	buy	[(14, 1.058051347732544), (2, 0.9846576452255249)]
954	workout	[(5, 1.883764624595642), (10, 1.4933147430419922)]
955	a_week	[(14, 1.6404162645339966), (2, 1.4959651231765747)]
956	seller	[(7, 3.124563694000244), (13, 2.441460371017456)]
957	kale	[(2, 3.432992696762085), (3, 1.8046319484710693)]
958	chew	[(2, 2.3129701614379883), (3, 2.0991485118865967)]
959	ring	[(18, 3.551316976547241), (14, 1.9664386510849)]
960	interior	[(6, 2.345468282699585)]
961	approv	[(11, 3.270601987838745)]
962	fluffi	[(15, 3.096482515335083)]
963	open	[(11, 1.129047155380249), (3, 1.0920562744140625)]
964	75	[]
965	relat	[(13, 3.021507740020752), (11, 2.8196592330932617)]
966	want_to_say	[(10, 1.0290238857269287)]
967	kind	[]
968	persist	[(0, 0.8878768086433411)]
969	eater	[(10, 2.5245516300201416)]
970	graini	[(2, 4.0139970779418945), (1, 2.083897590637207)]
971	i_bought	[(14, 1.4418610334396362), (11, 1.3104757070541382)]
972	and	[]
973	can	[]
974	ran	[(0, 1.6200236082077026)]
975	so_if	[(0, 0.8878768086433411)]
976	whether	[]
977	uber	[(10, 1.0290238857269287)]
978	so_i	[(4, 1.498590111732483), (9, 1.3607089519500732)]
979	motion	[(0, 0.8878768086433411)]
980	near	[(11, 1.6603529453277588), (4, 1.4541529417037964)]
981	i_mix	[(10, 1.0290238857269287)]
982	stellar	[(1, 2.5840816497802734)]
983	catch	[(2, 4.977449893951416)]
984	scale	[(10, 1.8517451286315918)]
985	machin	[(10, 1.4795712232589722), (14, 1.3275034427642822)]
986	simplest	[(9, 2.5287225246429443)]
987	crazi	[(3, 1.5695375204086304), (4, 1.4541529417037964)]
988	rave	[(3, 3.0917115211486816)]
989	massiv	[(4, 2.864424228668213)]
990	now_i_can	[(7, 3.7112083435058594), (5, 1.883764624595642)]
991	atleast	[(0, 0.8878768086433411)]
992	meaning	[(2, 2.29469633102417), (3, 2.167630195617676)]
993	beatif	[(0, 0.8878768086433411)]
994	vocal	[(10, 1.0290238857269287)]
995	stop	[(17, 1.5031118392944336), (4, 1.148538589477539)]
996	enjoy	[(1, 2.357182741165161), (12, 1.7665271759033203)]
997	easili	[(6, 1.2788043022155762), (1, 1.1046167612075806)]
998	a_great_and	[(10, 1.0290238857269287)]
999	wait	[(13, 3.021507740020752), (16, 2.3237838745117188)]
1000	punch	[(11, 3.8956243991851807), (1, 2.083897590637207)]
1001	ear	[(16, 2.3237838745117188), (14, 2.2609832286834717)]
1002	fool	[(14, 3.1237611770629883), (5, 1.883764624595642)]
1003	fulli	[(16, 2.703026056289673), (10, 1.2572609186172485)]
1004	choic	[(1, 2.7418758869171143), (10, 0.6986660957336426)]
1005	segment	[(6, 2.345468282699585)]
1006	the_only_thing_i	[(4, 1.9448294639587402), (6, 1.5924792289733887)]
1007	devic	[(9, 1.7169015407562256), (0, 1.099931240081787)]
1008	viscous	[(0, 0.8878768086433411)]
1009	absorb	[(10, 1.0290238857269287)]
1010	everything_i	[(9, 2.6957614421844482), (6, 1.5924792289733887)]
1011	because_i	[(3, 3.145423173904419), (7, 3.124563694000244)]
1012	robust	[(0, 0.8878768086433411)]
1013	warn	[(12, 1.7665271759033203), (1, 1.5083284378051758)]
1014	very_wel	[(18, 1.8376518487930298), (15, 1.809583067893982)]
1015	attest	[(5, 1.883764624595642), (10, 0.8298423886299133)]
1016	sell	[(14, 2.2609832286834717), (1, 1.5083284378051758)]
1017	rule	[(12, 3.026430130004883)]
1018	veggi	[(1, 2.192561626434326), (10, 1.6844182014465332)]
1019	mani	[]
1020	eat	[(10, 3.481593370437622), (0, 1.8016666173934937)]
1021	arriv	[(19, 1.5046833753585815), (16, 1.3643759489059448)]
1022	frequent	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
1023	requir	[(0, 1.3993935585021973), (1, 1.3118343353271484)]
1024	youll	[(0, 0.8878768086433411)]
1025	depend	[(1, 2.7418758869171143), (16, 2.703026056289673)]
1026	crush	[(18, 1.6386345624923706), (1, 1.601466417312622)]
1027	effortless	[(0, 2.2341086864471436)]
1028	action	[(14, 2.2609832286834717), (11, 1.9090502262115479)]
1029	ring	[(18, 3.551316976547241), (14, 1.9664386510849)]
1030	thing_i_do	[(0, 0.8878768086433411)]
1031	cost	[(15, 2.3545570373535156), (4, 1.4541529417037964)]
1032	reassembl	[(0, 1.6200236082077026)]
1033	as_if_it	[(16, 3.2105259895324707), (12, 2.4406235218048096)]
1034	incom	[(0, 0.8878768086433411)]
1035	soup	[(3, 1.3738622665405273), (0, 1.2249302864074707)]
1036	looks_lik	[(11, 1.9090502262115479), (9, 1.476015329360962)]
1037	count	[(16, 3.2105259895324707), (3, 2.4932687282562256)]
1038	cool	[(2, 2.3129701614379883), (11, 2.2206079959869385)]
1039	replac	[(3, 1.6207255125045776), (13, 1.5930546522140503)]
1040	under	[]
1041	closest	[(10, 1.0290238857269287)]
1042	shipment	[(0, 1.6200236082077026)]
1043	chang	[(3, 1.5695375204086304), (1, 1.3118343353271484)]
1044	herbalif	[(9, 2.5287225246429443)]
1045	shell	[(0, 0.8878768086433411)]
1046	joy	[(0, 1.6200236082077026)]
1047	pros	[(3, 1.5876796245574951), (11, 1.1208711862564087)]
1048	through	[]
1049	consider	[(12, 2.0548250675201416), (10, 1.2572609186172485)]
1050	critic	[(10, 1.0290238857269287)]
1051	red	[(4, 2.864424228668213)]
1052	900	[]
1053	veri	[]
1054	portabl	[(8, 3.4685864448547363), (5, 1.883764624595642)]
1055	larger	[(12, 3.0991480350494385), (10, 1.8067920207977295)]
1056	mix	[(1, 1.41172456741333), (15, 1.2999905347824097)]
1057	lower	[(15, 2.1023879051208496), (1, 1.7544881105422974)]
1058	spinach	[(2, 2.985767126083374), (1, 2.8528733253479004)]
1059	overheat	[(17, 3.3431828022003174), (10, 0.8298423886299133)]
1060	the_sel	[(3, 2.0991485118865967), (10, 0.6986660957336426)]
1061	wet	[(2, 3.406636953353882)]
1062	run	[(0, 2.2128374576568604), (11, 2.1466002464294434)]
1063	freak	[(0, 0.8878768086433411)]
1064	vitamix	[(0, 2.52463436126709), (2, 1.9419987201690674)]
1065	attach	[(6, 3.5349769592285156), (5, 1.892960786819458)]
1066	trust	[(0, 2.2341086864471436)]
1067	had	[]
1068	hope	[(13, 2.366366386413574), (12, 1.7787481546401978)]
1069	i_did	[(5, 1.6569641828536987), (1, 1.148287057876587)]
1070	while	[]
1071	monday	[(9, 2.5287225246429443)]
1072	winter	[(0, 0.8878768086433411)]
1073	design	[(6, 1.414597749710083), (0, 1.4096566438674927)]
1074	dri	[(2, 2.905337333679199), (1, 2.357182741165161)]
1075	pour	[(4, 1.8409711122512817), (0, 1.6996017694473267)]
1076	thingi	[(11, 2.6375327110290527), (10, 0.8298423886299133)]
1077	19	[]
1078	snack	[(10, 1.0290238857269287)]
1079	high	[(15, 1.9057775735855103), (0, 1.7066059112548828)]
1080	hurri	[(2, 2.7472362518310547), (10, 1.4933147430419922)]
1081	limit	[(5, 1.883764624595642), (10, 0.8298423886299133)]
1082	disloc	[(11, 3.270601987838745)]
1083	where	[]
1084	400	[]
1085	love	[(10, 2.0051467418670654), (15, 1.8904961347579956)]
1086	the_best	[(19, 2.039761781692505), (16, 1.9068487882614136)]
1087	5288	[]
1088	equip	[(0, 0.8878768086433411)]
1089	disappear	[(10, 1.0290238857269287)]
1090	full	[(1, 1.3910598754882812), (12, 1.251372218132019)]
1091	if	[]
1092	fabric	[(11, 3.270601987838745)]
1093	pear	[(0, 0.8878768086433411)]
1094	now_it	[(4, 2.864424228668213)]
1095	flax	[(2, 4.0139970779418945), (0, 0.7160161733627319)]
1096	guid	[(10, 1.0290238857269287)]
1097	worri	[(11, 1.6603529453277588), (3, 1.5695375204086304)]
1098	set	[(2, 1.1356006860733032), (18, 1.0745829343795776)]
1099	drill	[(6, 3.7409634590148926)]
1100	benefit	[(0, 1.6200236082077026)]
1101	clear	[(18, 2.3910791873931885), (14, 1.9664386510849)]
1102	all_of	[(16, 1.5532740354537964), (9, 1.5490994453430176)]
1103	meh	[(17, 4.14562463760376)]
1104	peach	[(9, 3.9704272747039795)]
1105	plastic	[(15, 0.7610521912574768), (4, 0.6830182671546936)]
1106	now_i_us	[(0, 0.8878768086433411)]
1107	mayb	[]
1108	arugula	[(1, 2.083897590637207), (10, 0.8298423886299133)]
1109	works_great_and	[(15, 5.560888767242432)]
1110	onli	[(5, 2.335911989212036)]
1111	pestl	[(3, 3.0917115211486816)]
1112	tuesday	[(9, 2.5287225246429443)]
1113	i_manag	[(0, 0.8878768086433411)]
1114	consist	[(16, 3.247102975845337), (15, 2.0610129833221436)]
1115	wrap	[(0, 1.6200236082077026)]
1116	higher	[(3, 2.0991485118865967), (1, 1.7544881105422974)]
1117	very_disappoint	[(19, 3.000483274459839), (18, 2.772270679473877)]
1118	undrink	[(4, 2.864424228668213)]
1119	thing_i_lov	[(0, 0.8878768086433411)]
1120	guy	[(5, 1.892960786819458), (4, 1.4541529417037964)]
1121	high	[(15, 1.9057775735855103), (0, 1.7066059112548828)]
1122	a	[]
1123	effect	[(5, 1.892960786819458), (15, 1.5719596147537231)]
1124	destroy	[(9, 2.5287225246429443)]
1125	shame	[(3, 3.0917115211486816)]
1126	nitribullet	[(4, 2.864424228668213)]
1127	add	[(8, 2.606668710708618), (14, 1.5112966299057007)]
1128	scraper	[(0, 0.8878768086433411)]
1129	gap	[(6, 2.345468282699585)]
1130	pcompress	[(10, 1.0290238857269287)]
1131	ahead	[(7, 3.124563694000244), (14, 2.629976511001587)]
1132	plung	[(0, 0.8878768086433411)]
1133	lightweight	[(6, 2.5399646759033203), (5, 2.531704902648926)]
1134	bought	[(19, 1.3579074144363403), (10, 1.3060022592544556)]
1135	something_in	[(2, 3.406636953353882)]
1136	suction	[(11, 2.6375327110290527), (6, 1.8914711475372314)]
1137	perfect	[(5, 2.9757580757141113), (14, 2.12951922416687)]
1138	heat	[(17, 3.340336561203003), (1, 3.280193328857422)]
1139	cube	[(18, 1.8376518487930298), (5, 1.8157267570495605)]
1140	warranti	[(14, 2.9280264377593994), (4, 2.62896466255188)]
1141	tap	[(0, 0.8878768086433411)]
1142	continu	[(3, 2.0991485118865967), (9, 1.7169015407562256)]
1143	guarante	[]
1144	began	[(14, 3.1237611770629883), (4, 2.309976100921631)]
1145	beefi	[(0, 0.8878768086433411)]
1146	briefli	[(6, 2.345468282699585)]
1147	berri	[(15, 2.0610129833221436), (3, 2.058633804321289)]
1148	ignor	[(9, 2.0392541885375977), (10, 0.8298423886299133)]
1149	content	[(4, 2.0692789554595947), (8, 1.6781255006790161)]
1150	point	[(2, 1.9419987201690674), (3, 1.2062602043151855)]
1151	sit	[(2, 2.905337333679199), (9, 2.317538261413574)]
1152	onto	[]
1153	it	[]
1154	attempt	[(9, 2.5287225246429443)]
1155	it_even	[(10, 1.0290238857269287)]
1156	blob	[(2, 3.406636953353882)]
1157	sometim	[]
1158	late	[(13, 2.300267219543457), (7, 2.0449817180633545)]
1159	take	[(5, 0.9115991592407227), (10, 0.8258269429206848)]
1160	becom	[]
1161	powder	[(2, 2.2169482707977295), (13, 1.7740343809127808)]
1162	ridg	[(18, 4.71000337600708)]
1163	15	[]
1164	centrifug	[(3, 3.0917115211486816)]
1165	this_one_i	[(13, 2.441460371017456), (10, 2.094590187072754)]
1166	since_it	[(2, 2.7472362518310547), (12, 2.4406235218048096)]
1167	i_need_to	[(4, 2.864424228668213)]
1168	natur	[(15, 2.1023879051208496), (1, 1.7544881105422974)]
1169	peanut	[(10, 2.4878547191619873), (0, 0.7160161733627319)]
1170	job	[(17, 1.340562343597412), (15, 1.2391923666000366)]
1171	thru	[]
1172	cut	[(0, 2.4553122520446777), (13, 1.5979005098342896)]
1173	initi	[(9, 2.0392541885375977), (10, 0.8298423886299133)]
1174	strang	[(9, 2.5287225246429443)]
1175	chalk	[(14, 3.8735365867614746)]
1176	need	[]
1177	wide	[(3, 2.4932687282562256), (10, 1.4933147430419922)]
1178	star	[(11, 2.640407085418701), (4, 2.0692789554595947)]
1179	compact	[(7, 3.124563694000244), (10, 2.4164600372314453)]
1180	graviti	[(0, 0.8878768086433411)]
1181	dirti	[(3, 2.0991485118865967), (9, 1.7169015407562256)]
1182	tend	[(8, 2.9202940464019775), (10, 1.2572609186172485)]
1183	moder	[(1, 2.5840816497802734)]
1184	coupler	[(6, 2.345468282699585)]
1185	buy_for	[(6, 2.345468282699585)]
1186	serious	[(0, 1.3064460754394531), (10, 0.8298423886299133)]
1187	soul	[(10, 1.0290238857269287)]
1188	penni	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
1189	grind	[(2, 1.5138055086135864), (11, 1.4533557891845703)]
1190	works_great_with	[(5, 2.335911989212036)]
1191	wouldn_t_even	[(18, 3.7983181476593018), (4, 2.309976100921631)]
1192	merchandis	[]
1193	bypass	[(1, 2.5840816497802734)]
1194	hand	[(2, 1.4959651231765747), (1, 1.4939783811569214)]
1195	also_includ	[(14, 3.8735365867614746)]
1196	run	[(0, 2.2128374576568604), (11, 2.1466002464294434)]
1197	luckili	[(3, 2.4932687282562256), (9, 2.0392541885375977)]
1198	a_good_purchas	[]
1199	chip	[(2, 2.7472362518310547), (0, 0.7160161733627319)]
1200	prepar	[(17, 2.8147132396698), (15, 2.1023879051208496)]
1201	primarili	[(8, 2.510568380355835), (13, 2.098916530609131)]
1202	superior	[(10, 1.0290238857269287)]
1203	ideas_in	[(10, 1.0290238857269287)]
1204	lump	[(10, 1.8517451286315918)]
1205	this_unit	[(12, 3.0953989028930664), (1, 1.7544881105422974)]
1206	diehard	[(0, 0.8878768086433411)]
1207	dri	[(2, 2.905337333679199), (1, 2.357182741165161)]
1208	four_star	[(16, 6.414091110229492)]
1209	root	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
1210	stress	[(9, 2.0392541885375977), (0, 0.7160161733627319)]
1211	80s	[]
1212	leek	[(7, 4.601984977722168)]
1213	content	[(4, 2.0692789554595947), (8, 1.6781255006790161)]
1214	stope	[(4, 2.864424228668213)]
1215	glow	[(0, 0.8878768086433411)]
1216	everyth	[(11, 3.270601987838745)]
1217	mark	[(18, 3.6415061950683594), (11, 1.9090502262115479)]
1218	love	[(10, 2.0051467418670654), (15, 1.8904961347579956)]
1219	omg	[(0, 0.8878768086433411)]
1220	hurrican	[(0, 0.8878768086433411)]
1221	works_lik	[(15, 2.1023879051208496), (0, 1.099931240081787)]
1222	complex	[(5, 2.335911989212036)]
1223	floppi	[(15, 3.096482515335083)]
1224	nonetheless	[]
1225	attach	[(6, 3.5349769592285156), (5, 1.892960786819458)]
1226	bag	[(12, 2.4406235218048096), (0, 1.3064460754394531)]
1227	i_tried_to	[(18, 4.71000337600708)]
1228	all	[]
1229	anticip	[(0, 0.8878768086433411)]
1230	warm	[(18, 2.7492287158966064), (0, 1.8716100454330444)]
1231	call	[(4, 1.9431177377700806), (13, 1.5979005098342896)]
1232	place	[(11, 2.241053581237793), (17, 2.2327628135681152)]
1233	offer	[(13, 2.098916530609131), (11, 1.9090502262115479)]
1234	choos	[]
1235	sleek	[(5, 3.753000259399414), (15, 2.4971163272857666)]
1236	fanci	[(6, 3.7409634590148926)]
1237	soft	[(18, 2.7492287158966064), (8, 2.510568380355835)]
1238	a_veri	[(16, 2.1708524227142334), (12, 1.1807900667190552)]
1239	extrem	[(0, 1.2330540418624878), (2, 1.1674917936325073)]
1240	manufactur	[(7, 1.5771507024765015), (4, 1.498590111732483)]
1241	function	[(19, 1.9510183334350586), (16, 1.7690914869308472)]
1242	want	[]
1243	advertis	[]
1244	etc	[]
1245	relat	[(13, 3.021507740020752), (11, 2.8196592330932617)]
1246	70s	[]
1247	good_but	[(6, 3.0168492794036865), (10, 0.8298423886299133)]
1248	sissi	[(10, 1.0290238857269287)]
1249	search	[(11, 2.6375327110290527), (0, 0.7160161733627319)]
1250	everytime_i	[(11, 3.270601987838745)]
1251	easy_to_tak	[(0, 0.8878768086433411)]
1252	doe	[]
1253	lead	[(18, 2.7492287158966064), (2, 1.9884538650512695)]
1254	review	[(4, 1.3777109384536743), (11, 1.2469173669815063)]
1255	as_intend	[(15, 3.096482515335083)]
1256	er	[(19, 4.799782752990723), (12, 2.4406235218048096)]
1257	locat	[(14, 2.629976511001587), (10, 1.2572609186172485)]
1258	struggl	[(11, 2.6375327110290527), (9, 2.0392541885375977)]
1259	wish	[(9, 1.679978609085083), (6, 1.5992381572723389)]
1260	whirlpool	[(15, 3.096482515335083)]
1261	handi	[(15, 2.1023879051208496), (4, 1.9448294639587402)]
1262	i_ne	[(12, 2.0548250675201416), (4, 1.9448294639587402)]
1263	futher	[(17, 4.14562463760376)]
1264	distribut	[(12, 3.026430130004883)]
1265	coars	[]
1266	itself	[]
1267	taken	[(0, 0.8878768086433411)]
1268	heavier	[(0, 0.8878768086433411)]
1269	carri	[(12, 2.4406235218048096), (5, 1.883764624595642)]
1270	highest	[(3, 3.0917115211486816)]
1271	regular	[(3, 1.8074941635131836), (13, 1.4029672145843506)]
1272	suck	[(7, 4.954071998596191), (0, 0.7160161733627319)]
1273	onc	[]
1274	resolv	[(9, 2.5287225246429443)]
1275	who	[]
1276	unless	[]
1277	metal	[(4, 1.9448294639587402), (1, 1.7544881105422974)]
1278	peic	[(9, 2.5287225246429443)]
1279	minim	[(4, 2.864424228668213)]
1280	instruct	[(0, 2.1554901599884033), (17, 2.104566812515259)]
1281	mount	[(0, 0.8878768086433411)]
1282	removebl	[(0, 0.8878768086433411)]
1283	slush	[(0, 0.8878768086433411)]
1284	2x	[]
1285	transmit	[(10, 1.0290238857269287)]
1286	time_it	[(16, 3.9811270236968994)]
1287	equival	[]
1288	state	[(15, 2.7072362899780273), (4, 2.552375316619873)]
1289	work	[(15, 0.20759116113185883), (13, 0.20535708963871002)]
1290	decid	[(2, 2.211827039718628), (4, 1.9431177377700806)]
1291	competit	[(1, 1.7544881105422974), (10, 0.6986660957336426)]
1292	drink	[(6, 1.5181742906570435), (11, 1.2469173669815063)]
1293	put	[(3, 0.9275926947593689), (10, 0.8823387622833252)]
1294	second	[(0, 1.3044648170471191), (10, 1.156606674194336)]
1295	hunk	[(9, 2.5287225246429443)]
1296	continu	[(3, 2.0991485118865967), (9, 1.7169015407562256)]
1297	weigh	[(0, 1.6200236082077026)]
1298	capabl	[(12, 2.4406235218048096), (0, 0.7160161733627319)]
1299	cranberri	[(12, 2.4406235218048096), (10, 1.4933147430419922)]
1300	explor	[(12, 3.026430130004883)]
1301	come_with	[(6, 1.5924792289733887), (5, 1.5859909057617188)]
1302	brick	[(10, 1.0290238857269287)]
1303	perfect	[(5, 2.9757580757141113), (14, 2.12951922416687)]
1304	pretti	[(7, 2.39681339263916), (16, 1.5532740354537964)]
1305	complaint	[(11, 1.884729266166687), (10, 1.3886010646820068)]
1306	amaz	[(7, 2.729835033416748), (5, 2.58003830909729)]
1307	magnet	[(0, 0.8878768086433411)]
1308	thread	[(10, 1.8517451286315918)]
1309	follow	[(17, 2.104566812515259), (2, 1.7294124364852905)]
1310	krup	[(1, 2.5840816497802734)]
1311	healthi	[(10, 2.094590187072754), (5, 1.5859909057617188)]
1312	perman	[(7, 4.601984977722168)]
1313	quandari	[(10, 1.0290238857269287)]
1314	hope	[(13, 2.366366386413574), (12, 1.7787481546401978)]
1315	brah	[(0, 0.8878768086433411)]
1316	relat	[(13, 3.021507740020752), (11, 2.8196592330932617)]
1317	put	[(3, 0.9275926947593689), (10, 0.8823387622833252)]
1318	the_driv	[(10, 2.5245516300201416)]
1319	as_in	[(0, 0.8878768086433411)]
1320	drop	[(12, 2.0548250675201416), (4, 1.9448294639587402)]
1321	crap	[(8, 3.4685864448547363), (3, 2.4932687282562256)]
1322	fashion	[(5, 2.335911989212036)]
1323	squash	[(5, 3.7287981510162354)]
1324	promis	[]
1325	love	[(10, 2.0051467418670654), (15, 1.8904961347579956)]
1326	greek	[(6, 1.8914711475372314), (0, 0.7160161733627319)]
1327	safe	[(2, 1.9442052841186523), (16, 1.1965217590332031)]
1328	twice	[(5, 2.0680103302001953), (4, 1.9431177377700806)]
1329	mix	[(1, 1.41172456741333), (15, 1.2999905347824097)]
1330	everi	[]
1331	thing	[(17, 0.7541642189025879), (7, 0.7069167494773865)]
1332	once_i	[(4, 2.309976100921631), (10, 0.8298423886299133)]
1333	integr	[(6, 3.7409634590148926)]
1334	cessna	[(17, 4.14562463760376)]
1335	expens	[]
1336	remov	[(1, 1.601466417312622), (0, 1.4912298917770386)]
1337	dog	[(0, 0.8878768086433411)]
1338	type	[(11, 2.6375327110290527), (10, 2.0358903408050537)]
1339	disgust	[(4, 2.864424228668213)]
1340	to_get	[(14, 0.6280809640884399), (2, 0.5727736353874207)]
1341	love	[(10, 2.0051467418670654), (15, 1.8904961347579956)]
1342	compani	[(9, 1.7169015407562256), (10, 0.6986660957336426)]
1343	shoulder	[(11, 3.270601987838745)]
1344	manufactur	[(7, 1.5771507024765015), (4, 1.498590111732483)]
1345	itti	[(1, 2.5840816497802734)]
1346	very_satisfi	[(15, 3.096482515335083)]
1347	lid	[(0, 0.5188776254653931), (4, 0.4840497672557831)]
1348	moistur	[(2, 3.406636953353882)]
1349	good	[(6, 1.484297513961792), (8, 1.339041829109192)]
1350	repair	[(14, 3.8735365867614746)]
1351	button	[(8, 1.474043846130371), (17, 1.4207509756088257)]
1352	h	[]
1353	option	[(18, 0.7885391712188721), (6, 0.7812449336051941)]
1354	broke	[(9, 2.498901128768921), (4, 2.494049549102783)]
1355	possess	[(4, 2.864424228668213)]
1356	impress	[(1, 2.2088894844055176), (2, 1.5138055086135864)]
1357	life	[(19, 2.228896141052246), (16, 2.0210580825805664)]
1358	want_to_mak	[(2, 2.3129701614379883), (3, 2.0991485118865967)]
1359	vast	[(10, 1.4933147430419922), (0, 0.7160161733627319)]
1360	to_go	[(5, 1.9898021221160889), (7, 1.5771507024765015)]
1361	don_t	[(7, 0.3318828046321869), (6, 0.2975773811340332)]
1362	disintegr	[(10, 1.0290238857269287)]
1363	delish	[(10, 1.0290238857269287)]
1364	safeti	[(6, 1.8991365432739258), (0, 1.8265302181243896)]
1365	all_in	[(18, 3.197903871536255), (1, 1.7544881105422974)]
1366	5200	[]
1367	wake	[(17, 2.4198009967803955), (13, 2.098916530609131)]
1368	remov	[(1, 1.601466417312622), (0, 1.4912298917770386)]
1369	also_it	[(2, 3.406636953353882)]
1370	bristl	[(7, 4.601984977722168)]
1371	effici	[(17, 2.2327628135681152), (0, 1.2510300874710083)]
1372	spill	[(8, 3.4258241653442383), (12, 1.7665271759033203)]
1373	sporad	[(14, 3.8735365867614746)]
1374	assum	[(14, 3.8735365867614746)]
1375	breakfaast	[(15, 3.096482515335083)]
1376	on	[]
1377	bum	[(0, 0.8878768086433411)]
1378	stall	[(18, 6.23866081237793)]
1379	indic	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
1380	custom	[(18, 3.197903871536255), (9, 2.6957614421844482)]
1381	end	[(19, 1.5632994174957275), (2, 1.544805884361267)]
1382	here	[]
1383	mixtur	[(15, 2.3545570373535156), (3, 2.351839065551758)]
1384	thorough	[(3, 2.351839065551758), (15, 1.5719596147537231)]
1385	creamier	[(0, 0.8878768086433411)]
1386	lock	[(0, 2.52463436126709), (1, 2.5217061042785645)]
1387	save	[]
1388	i_can_tel	[(0, 0.8878768086433411)]
1389	useful	[(10, 1.9015398025512695), (19, 1.5046833753585815)]
1390	grade	[(0, 0.8878768086433411)]
1391	pick	[(0, 1.3064460754394531), (10, 0.8298423886299133)]
1392	help	[(6, 2.0736210346221924), (19, 1.9510183334350586)]
1393	plug	[(0, 1.3064460754394531), (10, 0.8298423886299133)]
1394	oversight	[(10, 1.0290238857269287)]
1395	purchas	[]
1396	ad	[(2, 1.7676559686660767), (9, 1.4732969999313354)]
1397	rip	[(0, 1.6200236082077026)]
1398	solv	[(6, 2.345468282699585)]
1399	i_cant	[(13, 1.5979005098342896), (2, 1.5138055086135864)]
1400	posit	[(4, 1.4541529417037964), (1, 1.3118343353271484)]
1401	a_problem	[(2, 1.9884538650512695), (10, 1.8007131814956665)]
1402	make	[(5, 0.07033080607652664), (10, 0.06818623095750809)]
1403	mct	[(4, 2.864424228668213)]
1404	yet	[]
1405	durabl	[(9, 1.5490994453430176), (13, 1.4029672145843506)]
1406	faster	[(0, 0.8878768086433411)]
1407	barf	[(11, 3.270601987838745)]
1408	does_not_work	[(14, 3.8735365867614746)]
1409	edg	[(15, 2.4971163272857666), (1, 2.083897590637207)]
1410	wonder	[(12, 2.712775230407715), (11, 2.1466002464294434)]
1411	age	[(0, 0.8878768086433411)]
1412	easy_to_us	[]
1413	origin	[(4, 3.0957555770874023), (14, 2.2609832286834717)]
1414	poor	[(4, 2.0692789554595947), (3, 1.8074941635131836)]
1415	couldnt	[(7, 1.795507550239563), (14, 1.5112966299057007)]
1416	buy	[(14, 1.058051347732544), (2, 0.9846576452255249)]
1417	below	[]
1418	arrang	[(15, 3.096482515335083)]
1419	coffe	[]
1420	macer	[(0, 0.8878768086433411)]
1421	built	[(2, 1.9884538650512695), (9, 1.476015329360962)]
1422	cucumb	[(10, 1.0290238857269287)]
1423	attent	[(0, 1.3064460754394531), (10, 0.8298423886299133)]
1424	vita	[(1, 7.182044506072998)]
1425	recommend	[(9, 0.8989017605781555), (4, 0.8330315351486206)]
1426	subtl	[(1, 2.5840816497802734)]
1427	soup	[(3, 1.3738622665405273), (0, 1.2249302864074707)]
1428	cancel	[(9, 2.5287225246429443)]
1429	a_couple_of_tim	[(11, 3.270601987838745)]
1430	insert	[(13, 2.441460371017456), (12, 2.0548250675201416)]
1431	concoct	[(10, 1.8517451286315918)]
1432	aerat	[(1, 2.5840816497802734)]
1433	generat	[(1, 3.256669759750366), (0, 0.7160161733627319)]
1434	flat	[(2, 2.7472362518310547), (10, 0.8298423886299133)]
1435	away	[(8, 1.911290168762207), (5, 1.6569641828536987)]
1436	guilti	[(10, 1.0290238857269287)]
1437	practic	[(12, 1.7665271759033203), (6, 1.3690497875213623)]
1438	3rd	[(9, 2.0392541885375977), (0, 0.7160161733627319)]
1439	avocado	[(0, 0.8878768086433411)]
1440	mighti	[(10, 1.8517451286315918)]
1441	stronger	[(17, 2.8147132396698), (10, 0.6986660957336426)]
1442	than_i_can	[(12, 3.026430130004883)]
1443	escap	[(1, 2.5840816497802734)]
1444	effort	[(9, 2.0392541885375977), (0, 0.7160161733627319)]
1445	date	[(16, 3.2105259895324707), (0, 0.7160161733627319)]
1446	veget	[(3, 1.8074941635131836), (1, 1.5755987167358398)]
1447	packag	[(12, 2.092172861099243), (4, 1.498590111732483)]
1448	person	[(10, 1.8067920207977295), (2, 1.7294124364852905)]
1449	stuck	[(13, 2.098916530609131), (12, 1.7665271759033203)]
1450	imag	[(7, 4.601984977722168)]
1451	2018	[]
1452	progress	[(1, 2.5840816497802734)]
1453	so_i_can	[(10, 1.0290238857269287)]
1454	snowbank	[(9, 2.5287225246429443)]
1455	clunki	[(17, 3.3431828022003174), (3, 2.4932687282562256)]
1456	bejeezus	[(13, 3.5958824157714844)]
1457	seems_to_do	[(17, 3.3431828022003174), (1, 2.083897590637207)]
1458	nutri	[(11, 2.552433729171753), (10, 2.465594530105591)]
1459	store	[(3, 2.058633804321289), (17, 1.842189073562622)]
1460	alreadi	[]
1461	button	[(8, 1.474043846130371), (17, 1.4207509756088257)]
1462	taller	[(0, 0.8878768086433411)]
1463	typic	[(15, 2.4971163272857666), (0, 1.3064460754394531)]
1464	work	[(15, 0.20759116113185883), (13, 0.20535708963871002)]
1465	cover	[(14, 2.4254021644592285), (4, 1.9431177377700806)]
1466	descript	[(13, 2.899850606918335), (0, 1.8016666173934937)]
1467	group	[(1, 2.5840816497802734)]
